NO_OF_FRAMES	4083
NO_OF_CAMERAS	7
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-04-25, 16:05:18	11714.27093040
DATA_INCLUDED	3D
MARKER_NAMES	TC	GA	AEC7	IJE	CM_D	CM_E	AC_D	AC_E	EIPS_D	EIPS_E	EIAS_D	EIAS_E	TMF_D	TMF_E
11737	117.36000	247.875	416.665	1662.191	410.073	426.399	1575.986	224.529	429.665	1393.724	367.353	425.683	1336.716	328.875	347.448	1509.983	331.692	502.694	1510.855	287.645	237.195	1362.794	296.369	610.017	1374.142	218.746	399.159	960.137	226.210	479.394	961.148	402.541	344.752	890.345	410.319	494.988	891.012	306.304	255.498	839.862	324.056	592.316	862.000
11738	117.37000	247.822	416.600	1662.188	410.078	426.429	1576.060	224.542	429.659	1393.737	367.377	425.663	1336.762	328.919	347.431	1510.016	331.690	502.697	1510.872	287.670	237.152	1362.867	296.367	609.988	1374.171	218.648	399.081	960.093	226.052	479.287	961.120	402.418	344.668	890.341	410.149	494.930	891.057	306.226	255.410	839.853	323.976	592.224	861.995
11739	117.38000	247.790	416.570	1662.193	410.080	426.438	1576.091	224.568	429.649	1393.785	367.407	425.654	1336.811	328.951	347.426	1510.049	331.628	502.684	1510.893	287.749	237.116	1362.984	296.365	609.966	1374.175	218.546	399.010	960.095	225.922	479.194	961.137	402.274	344.590	890.346	410.016	494.878	891.026	306.104	255.305	839.844	323.768	592.156	862.023
11740	117.39000	247.777	416.519	1662.186	410.047	426.471	1576.174	224.575	429.605	1393.854	367.455	425.657	1336.860	328.963	347.399	1510.049	331.621	502.689	1510.923	287.804	237.077	1363.076	296.376	609.949	1374.221	218.265	398.865	959.996	225.792	479.111	961.148	402.174	344.549	890.326	409.869	494.801	891.058	306.007	255.239	839.847	323.676	592.068	862.001
11741	117.40000	247.723	416.452	1662.198	410.028	426.481	1576.205	224.583	429.525	1393.892	367.468	425.611	1336.903	328.981	347.369	1510.094	331.610	502.667	1510.940	287.859	237.022	1363.176	296.380	609.888	1374.252	218.155	398.752	959.995	225.672	479.030	961.137	402.041	344.469	890.329	409.752	494.776	891.089	305.915	255.178	839.858	323.525	592.004	862.048
11742	117.41000	247.725	416.403	1662.194	410.050	426.478	1576.255	224.589	429.527	1393.934	367.505	425.589	1336.960	329.037	347.357	1510.089	331.621	502.650	1510.969	287.952	236.965	1363.262	296.348	609.848	1374.314	218.140	398.713	960.125	225.544	478.950	961.170	401.968	344.391	890.361	409.619	494.697	891.109	305.797	255.106	839.853	323.380	591.946	862.026
11743	117.42000	247.718	416.352	1662.208	410.014	426.487	1576.286	224.577	429.456	1394.002	367.529	425.544	1337.017	329.085	347.353	1510.094	331.579	502.603	1510.978	287.957	236.934	1363.375	296.313	609.792	1374.382	218.018	398.617	960.143	225.397	478.861	961.181	401.869	344.350	890.341	409.542	494.621	891.167	305.702	255.029	839.853	323.264	591.877	862.044
11744	117.43000	247.702	416.278	1662.238	410.024	426.471	1576.333	224.593	429.371	1394.034	367.535	425.511	1337.067	329.084	347.300	1510.159	331.579	502.594	1511.015	288.026	236.885	1363.474	296.295	609.722	1374.439	217.749	398.504	960.060	225.292	478.781	961.186	401.749	344.294	890.374	409.436	494.559	891.180	305.629	254.979	839.845	323.134	591.807	862.035
11745	117.44000	247.668	416.261	1662.239	410.003	426.487	1576.345	224.584	429.300	1394.092	367.592	425.429	1337.126	329.135	347.262	1510.171	331.559	502.561	1511.035	288.065	236.805	1363.557	296.284	609.637	1374.519	217.774	398.439	960.177	225.156	478.679	961.202	401.653	344.204	890.364	409.255	494.544	891.176	305.502	254.885	839.848	322.952	591.727	862.065
11746	117.45000	247.680	416.214	1662.243	410.011	426.432	1576.390	224.595	429.213	1394.133	367.631	425.394	1337.168	329.139	347.228	1510.213	331.553	502.521	1511.046	288.127	236.731	1363.644	296.275	609.560	1374.558	217.677	398.336	960.157	225.056	478.575	961.194	401.558	344.158	890.370	409.257	494.431	891.229	305.428	254.802	839.853	322.822	591.634	862.070
11747	117.46000	247.681	416.188	1662.263	410.020	426.431	1576.416	224.614	429.122	1394.177	367.664	425.316	1337.216	329.189	347.180	1510.228	331.559	502.470	1511.037	288.191	236.673	1363.730	296.253	609.472	1374.620	217.541	398.257	960.159	224.909	478.467	961.218	401.402	344.087	890.400	409.119	494.386	891.224	305.338	254.729	839.836	322.678	591.560	862.074
11748	117.47000	247.646	416.172	1662.265	409.990	426.420	1576.452	224.636	429.024	1394.224	367.725	425.261	1337.257	329.187	347.122	1510.290	331.544	502.412	1511.054	288.231	236.581	1363.786	296.216	609.407	1374.672	217.428	398.158	960.155	224.816	478.394	961.224	401.347	344.018	890.415	408.972	494.292	891.221	305.255	254.655	839.832	322.535	591.513	862.106
11749	117.48000	247.623	416.142	1662.288	410.005	426.388	1576.490	224.663	428.927	1394.253	367.741	425.203	1337.298	329.220	347.079	1510.327	331.528	502.352	1511.057	288.311	236.505	1363.835	296.210	609.307	1374.706	217.308	398.064	960.184	224.723	478.318	961.219	401.235	343.951	890.428	408.963	494.253	891.280	305.156	254.586	839.829	322.462	591.425	862.129
11750	117.49000	247.627	416.144	1662.255	410.011	426.334	1576.535	224.669	428.844	1394.283	367.778	425.129	1337.325	329.239	347.020	1510.369	331.529	502.297	1511.044	288.364	236.425	1363.893	296.201	609.236	1374.748	217.202	397.969	960.173	224.609	478.184	961.249	401.131	343.872	890.446	408.827	494.165	891.275	305.071	254.504	839.815	322.348	591.367	862.148
11751	117.50000	247.580	416.108	1662.285	410.015	426.286	1576.583	224.670	428.725	1394.318	367.814	425.047	1337.345	329.265	346.959	1510.401	331.584	502.235	1511.084	288.416	236.347	1363.928	296.189	609.115	1374.799	217.117	397.881	960.146	224.515	478.116	961.248	401.053	343.786	890.453	408.744	494.097	891.280	304.979	254.414	839.813	322.240	591.273	862.167
11752	117.51000	247.573	416.097	1662.286	410.016	426.216	1576.627	224.721	428.654	1394.367	367.931	424.979	1337.382	329.263	346.885	1510.452	331.620	502.178	1511.088	288.481	236.253	1363.988	296.149	609.032	1374.838	217.023	397.814	960.150	224.400	478.051	961.230	400.982	343.724	890.452	408.696	494.019	891.314	304.893	254.375	839.801	322.120	591.206	862.185
11753	117.52000	247.560	416.037	1662.285	410.027	426.164	1576.658	224.725	428.539	1394.407	367.957	424.908	1337.425	329.303	346.836	1510.478	331.572	502.124	1511.084	288.540	236.180	1364.017	296.152	608.938	1374.895	216.950	397.754	960.121	224.918	479.059	960.356	400.888	343.664	890.432	408.598	493.934	891.330	304.805	254.300	839.795	322.026	591.137	862.222
11754	117.53000	247.538	416.005	1662.310	410.007	426.085	1576.678	224.749	428.444	1394.461	368.002	424.818	1337.471	329.309	346.747	1510.523	331.631	502.053	1511.086	288.596	236.097	1364.053	296.158	608.820	1374.941	216.875	397.657	960.094	224.803	479.004	960.337	400.804	343.603	890.403	408.501	493.857	891.339	304.726	254.235	839.787	321.955	591.049	862.214
11755	117.54000	247.540	415.970	1662.308	409.998	426.000	1576.733	224.795	428.333	1394.490	368.076	424.731	1337.513	329.321	346.690	1510.542	331.647	501.975	1511.098	288.631	236.009	1364.110	296.132	608.755	1375.006	216.796	397.572	960.103	224.698	478.910	960.358	400.732	343.524	890.427	408.382	493.763	891.342	304.682	254.177	839.782	321.791	590.996	862.216
