NO_OF_FRAMES	3024
NO_OF_CAMERAS	7
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-04-25, 16:17:55	12471.57842340
DATA_INCLUDED	3D
MARKER_NAMES	AEC7	IJE	EIPS_D	EIPS_E	EIAS_D	EIAS_E	AC_D	AC_E	EM_E	EL_E	PER_E	PEU_E	EM_D	PER_D	PEU_D
558	5.57000	522.894	309.786	1403.465	516.006	453.289	1341.123	560.867	297.871	960.333	480.298	298.308	960.943	600.371	484.457	892.642	449.979	480.853	893.061	707.278	397.441	1372.012	364.540	361.806	1402.309	111.680	413.127	1291.255	129.435	373.940	1331.051	-117.233	473.940	1371.290	-130.522	419.221	1380.886	746.007	365.031	1086.746	802.476	475.923	858.899	832.221	427.215	858.442
559	5.58000	522.895	309.745	1403.455	516.065	453.242	1341.118	560.893	297.839	960.312	480.304	298.292	960.926	600.362	484.426	892.660	449.980	480.829	893.084	707.274	397.383	1372.021	364.544	361.766	1402.321	111.685	413.079	1291.241	129.448	373.900	1331.075	-117.228	473.929	1371.245	-130.504	419.201	1380.825	746.033	364.984	1086.757	802.453	475.818	858.872	832.262	427.108	858.389
560	5.59000	522.899	309.680	1403.461	516.074	453.188	1341.105	560.888	297.800	960.313	480.290	298.251	960.936	600.394	484.376	892.651	449.928	480.774	893.090	707.310	397.336	1371.988	364.570	361.735	1402.342	111.708	413.058	1291.195	129.459	373.869	1331.048	-117.159	473.920	1371.136	-130.491	419.184	1380.768	746.031	364.882	1086.742	802.539	475.734	858.861	832.268	427.023	858.361
561	5.60000	522.917	309.629	1403.455	516.366	453.132	1341.252	560.884	297.742	960.316	480.284	298.213	960.934	600.337	484.354	892.648	449.964	480.764	893.079	707.290	397.272	1372.002	364.574	361.693	1402.338	111.736	413.037	1291.178	129.476	373.821	1330.999	-117.207	473.838	1371.019	-130.513	419.158	1380.703	746.033	364.822	1086.738	802.559	475.628	858.823	832.302	426.910	858.365
562	5.61000	522.913	309.574	1403.474	516.155	453.065	1341.121	560.894	297.700	960.332	480.283	298.174	960.937	600.373	484.319	892.680	449.955	480.734	893.106	707.328	397.201	1371.976	364.578	361.653	1402.351	111.787	413.007	1291.089	129.485	373.801	1330.956	-117.149	473.841	1371.032	-130.509	419.140	1380.607	746.034	364.768	1086.713	802.566	475.541	858.755	832.285	426.805	858.346
563	5.62000	522.928	309.503	1403.469	516.199	453.028	1341.143	560.846	297.672	960.329	480.270	298.130	960.938	600.374	484.277	892.677	449.924	480.697	893.095	707.335	397.141	1371.956	364.590	361.611	1402.338	111.770	412.958	1291.032	129.509	373.770	1330.929	-117.130	473.816	1370.944	-130.496	419.111	1380.481	745.994	364.658	1086.712	802.547	475.443	858.712	832.286	426.684	858.336
564	5.63000	522.893	309.439	1403.470	516.144	452.944	1341.142	560.849	297.634	960.328	480.272	298.097	960.933	600.292	484.244	892.648	449.961	480.670	893.098	707.323	397.041	1371.942	364.576	361.540	1402.364	111.813	412.912	1290.946	129.475	373.707	1330.905	-117.233	473.787	1370.822	-130.508	419.054	1380.429	745.981	364.561	1086.725	802.586	475.327	858.727	832.300	426.572	858.336
565	5.64000	522.898	309.389	1403.456	516.153	452.899	1341.175	560.834	297.605	960.348	480.247	298.054	960.931	600.288	484.224	892.688	449.870	480.631	893.141	707.332	396.958	1371.917	364.566	361.468	1402.368	111.774	412.814	1290.917	129.498	373.679	1330.840	-117.236	473.793	1370.736	-130.535	419.052	1380.315	745.966	364.461	1086.709	802.615	475.214	858.732	832.269	426.440	858.304
566	5.65000	522.912	309.311	1403.454	516.107	452.830	1341.155	560.842	297.571	960.329	480.252	298.029	960.928	600.284	484.169	892.687	449.888	480.591	893.103	707.323	396.871	1371.929	364.565	361.418	1402.349	111.802	412.789	1290.848	129.484	373.627	1330.821	-117.239	473.746	1370.662	-130.542	419.029	1380.243	745.946	364.379	1086.679	802.519	475.093	858.682	832.256	426.321	858.296
567	5.66000	522.901	309.239	1403.449	516.098	452.767	1341.161	560.825	297.531	960.320	480.249	297.973	960.913	600.209	484.107	892.653	449.901	480.549	893.128	707.303	396.818	1371.913	364.538	361.362	1402.350	111.773	412.696	1290.790	129.480	373.562	1330.780	-117.226	473.741	1370.585	-130.520	419.021	1380.107	745.908	364.280	1086.676	802.514	474.968	858.644	832.227	426.223	858.276
568	5.67000	522.944	309.168	1403.447	516.144	452.668	1341.160	560.825	297.472	960.309	480.234	297.926	960.925	600.306	484.100	892.705	449.862	480.493	893.103	707.311	396.754	1371.883	364.538	361.279	1402.316	111.800	412.619	1290.737	129.478	373.522	1330.730	-117.241	473.678	1370.520	-130.554	418.987	1380.044	745.902	364.167	1086.662	802.501	474.864	858.644	832.216	426.112	858.242
569	5.68000	522.921	309.095	1403.435	516.092	452.601	1341.160	560.827	297.426	960.297	480.241	297.888	960.898	600.280	484.028	892.693	449.854	480.447	893.136	707.329	396.686	1371.856	364.541	361.197	1402.308	111.798	412.558	1290.695	129.498	373.432	1330.647	-117.234	473.649	1370.454	-130.549	418.946	1379.898	745.909	364.083	1086.645	802.382	474.737	858.594	832.127	425.998	858.226
570	5.69000	522.919	309.008	1403.443	516.136	452.492	1341.167	560.796	297.386	960.286	480.268	297.826	960.880	600.263	483.988	892.706	449.884	480.388	893.127	707.338	396.617	1371.843	364.530	361.112	1402.313	111.807	412.513	1290.638	129.528	373.400	1330.512	-117.246	473.626	1370.358	-130.539	418.897	1379.743	745.865	363.992	1086.624	802.375	474.619	858.571	832.108	425.901	858.153
