NO_OF_FRAMES	3960
NO_OF_CAMERAS	7
NO_OF_MARKERS	14
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-04-04, 15:19:50	5282.03501540
DATA_INCLUDED	3D
MARKER_NAMES	TC	GA	AEC7	IJE	CM_D	CM_E	AC_D	AC_E	EIPS_D	EIPS_E	EIAS_D	EIAS_E	TMF_D	TMF_E
9199	91.98000	403.983	404.271	1822.174	477.263	429.256	1726.128	269.530	433.037	1530.788	414.696	413.865	1473.279	394.928	341.125	1658.379	381.170	501.222	1664.350	297.716	212.358	1477.728	343.970	632.119	1504.334	225.305	379.258	1060.273	235.515	476.697	1058.085	423.002	290.498	1031.811	451.383	533.450	1022.620	338.302	234.213	978.971	338.808	601.387	979.396
9200	91.99000	403.907	404.369	1822.183	477.124	429.395	1726.124	269.369	433.109	1530.713	414.585	413.911	1473.409	394.844	341.229	1658.420	380.989	501.334	1664.349	297.668	212.387	1477.774	343.802	632.171	1504.312	225.334	379.283	1060.266	235.527	476.737	1058.078	423.005	290.495	1031.798	451.458	533.433	1022.595	338.274	234.241	978.961	338.900	601.419	979.393
9201	92.00000	403.793	404.486	1822.175	476.951	429.556	1726.103	269.238	433.154	1530.659	414.462	413.990	1473.551	394.726	341.335	1658.426	380.758	501.408	1664.369	297.619	212.406	1477.808	343.653	632.235	1504.275	225.338	379.359	1060.271	235.572	476.797	1058.082	422.989	290.504	1031.794	451.610	533.402	1022.699	338.270	234.262	978.955	338.934	601.411	979.388
9202	92.01000	403.648	404.604	1822.184	476.760	429.731	1726.114	269.098	433.201	1530.603	414.330	414.040	1473.696	394.591	341.429	1658.451	380.555	501.502	1664.436	297.584	212.435	1477.842	343.510	632.294	1504.240	225.365	379.395	1060.264	235.562	476.851	1058.114	423.005	290.527	1031.785	451.581	533.409	1022.691	338.233	234.279	978.927	338.980	601.477	979.428
9203	92.02000	403.464	404.713	1822.243	476.594	429.880	1726.129	268.963	433.247	1530.537	414.194	414.102	1473.851	394.445	341.543	1658.486	380.277	501.574	1664.475	297.554	212.438	1477.884	343.346	632.366	1504.208	225.352	379.454	1060.278	235.605	476.905	1058.100	422.998	290.544	1031.775	451.624	533.416	1022.759	338.205	234.326	978.942	339.004	601.529	979.430
9204	92.03000	403.241	404.824	1822.271	476.349	430.024	1726.171	268.831	433.284	1530.466	414.099	414.172	1473.975	394.283	341.628	1658.531	380.018	501.651	1664.581	297.511	212.444	1477.911	343.216	632.389	1504.163	225.327	379.515	1060.291	235.637	476.975	1058.115	422.947	290.529	1031.799	451.647	533.415	1022.776	338.179	234.355	978.920	339.067	601.558	979.458
9205	92.04000	402.975	404.938	1822.352	476.123	430.152	1726.237	268.715	433.327	1530.394	413.959	414.207	1474.174	394.095	341.700	1658.598	379.790	501.731	1664.599	297.515	212.448	1477.970	343.067	632.449	1504.122	225.342	379.599	1060.298	235.649	477.014	1058.108	422.951	290.561	1031.797	451.697	533.425	1022.737	338.139	234.402	978.940	339.139	601.592	979.447
9206	92.05000	402.740	405.058	1822.392	475.847	430.269	1726.303	268.578	433.336	1530.356	413.889	414.253	1474.286	393.895	341.768	1658.655	379.521	501.806	1664.633	297.540	212.432	1477.994	342.936	632.484	1504.108	225.344	379.669	1060.285	235.655	477.064	1058.147	422.954	290.573	1031.811	451.708	533.442	1022.763	338.130	234.450	978.952	339.163	601.613	979.468
9207	92.06000	402.434	405.169	1822.425	475.603	430.434	1726.392	268.484	433.340	1530.289	413.807	414.321	1474.390	393.686	341.846	1658.705	379.227	501.927	1664.655	297.570	212.424	1478.037	342.826	632.521	1504.059	225.360	379.704	1060.289	235.701	477.140	1058.124	422.936	290.583	1031.862	451.777	533.451	1022.786	338.112	234.487	978.964	339.238	601.628	979.486
9208	92.07000	402.106	405.265	1822.485	475.347	430.539	1726.475	268.345	433.360	1530.200	413.741	414.363	1474.463	393.484	341.932	1658.780	378.988	501.977	1664.642	297.624	212.420	1478.035	342.722	632.528	1504.004	225.351	379.768	1060.327	235.711	477.174	1058.100	422.938	290.596	1031.842	451.782	533.455	1022.785	338.101	234.529	978.958	339.302	601.675	979.466
9209	92.08000	401.758	405.400	1822.539	475.094	430.667	1726.575	268.226	433.352	1530.110	413.668	414.383	1474.546	393.270	342.020	1658.861	378.762	502.059	1664.691	297.683	212.418	1478.043	342.661	632.559	1503.991	225.389	379.821	1060.277	235.743	477.237	1058.103	422.960	290.614	1031.823	451.856	533.469	1022.799	338.091	234.553	978.959	339.328	601.707	979.460
