2375	23.74000	367.460	418.822	1678.879	492.764	425.126	1570.014	271.467	413.625	1399.005	452.142	416.849	1338.561	404.217	334.490	1518.907	391.005	499.921	1516.869	353.681	238.151	1366.557	346.818	602.555	1376.202	243.824	376.436	1031.872	240.139	459.459	1036.039	474.462	341.441	878.940	470.724	529.540	886.969	351.852	210.646	811.512	348.787	639.064	796.349	397.611	417.206	1517.888	350.25	420.353	1371.38	350.319	424.855	803.93	472.593	435.49	882.955
2376	23.75000	367.364	418.768	1678.880	492.682	425.087	1569.987	271.402	413.621	1398.979	452.040	416.850	1338.575	404.121	334.470	1518.879	390.990	499.888	1516.912	353.589	238.134	1366.554	346.725	602.567	1376.186	243.777	376.465	1031.881	240.064	459.456	1036.049	474.403	341.465	878.931	470.634	529.593	886.983	351.823	210.687	811.510	348.691	639.077	796.323	397.555	417.179	1517.896	350.157	420.351	1371.37	350.257	424.882	803.917	472.519	435.529	882.957
2377	23.76000	367.293	418.685	1678.885	492.600	425.018	1569.988	271.311	413.601	1398.972	451.943	416.847	1338.540	404.039	334.430	1518.890	390.870	499.891	1516.891	353.486	238.121	1366.537	346.638	602.557	1376.162	243.715	376.467	1031.874	239.995	459.465	1036.037	474.328	341.464	878.951	470.490	529.608	886.950	351.744	210.716	811.520	348.566	639.100	796.339	397.454	417.161	1517.89	350.062	420.339	1371.35	350.155	424.908	803.929	472.409	435.536	882.951
2378	23.77000	367.215	418.637	1678.870	492.529	424.969	1569.971	271.250	413.605	1398.963	451.843	416.813	1338.538	403.944	334.381	1518.874	390.784	499.844	1516.932	353.367	238.113	1366.510	346.526	602.530	1376.160	243.649	376.462	1031.856	239.960	459.485	1036.016	474.287	341.479	878.959	470.454	529.624	886.982	351.703	210.730	811.531	348.479	639.087	796.329	397.364	417.112	1517.903	349.947	420.322	1371.335	350.091	424.909	803.93	472.37	435.552	882.97
2379	23.78000	367.113	418.559	1678.874	492.441	424.918	1569.997	271.147	413.584	1398.968	451.747	416.810	1338.540	403.845	334.335	1518.864	390.722	499.804	1516.982	353.254	238.070	1366.500	346.427	602.509	1376.161	243.603	376.455	1031.871	239.880	459.482	1036.025	474.206	341.497	878.948	470.465	529.629	886.988	351.621	210.739	811.531	348.447	639.121	796.320	397.284	417.069	1517.923	349.841	420.289	1371.331	350.034	424.93	803.926	472.336	435.563	882.968
2380	23.79000	367.032	418.504	1678.870	492.335	424.837	1569.988	271.072	413.558	1398.966	451.658	416.791	1338.516	403.733	334.298	1518.853	390.629	499.772	1516.989	353.152	238.062	1366.459	346.350	602.497	1376.145	243.564	376.480	1031.847	239.790	459.477	1036.038	474.150	341.497	878.947	470.359	529.671	886.992	351.531	210.741	811.536	348.371	639.146	796.347	397.181	417.035	1517.921	349.751	420.279	1371.302	349.951	424.943	803.941	472.255	435.584	882.969
2381	23.80000	366.950	418.458	1678.873	492.284	424.810	1570.003	270.994	413.568	1398.952	451.570	416.752	1338.496	403.666	334.259	1518.845	390.611	499.754	1516.982	353.041	238.049	1366.462	346.264	602.490	1376.122	243.487	376.485	1031.836	239.769	459.513	1036.006	474.074	341.501	878.921	470.352	529.670	887.019	351.460	210.764	811.526	348.368	639.136	796.304	397.139	417.007	1517.914	349.653	420.269	1371.292	349.914	424.95	803.915	472.213	435.585	882.97
2382	23.81000	366.893	418.405	1678.874	492.196	424.733	1569.971	270.919	413.541	1398.951	451.471	416.702	1338.498	403.558	334.221	1518.847	390.538	499.712	1517.000	352.938	238.033	1366.447	346.228	602.457	1376.113	243.463	376.508	1031.816	239.704	459.515	1036.020	474.025	341.492	878.929	470.270	529.637	886.992	351.410	210.764	811.508	348.301	639.154	796.322	397.048	416.966	1517.923	349.583	420.245	1371.28	349.856	424.959	803.915	472.147	435.564	882.96
2383	23.82000	366.789	418.350	1678.897	492.088	424.670	1570.007	270.842	413.537	1398.936	451.389	416.669	1338.478	403.455	334.181	1518.834	390.496	499.690	1517.016	352.820	238.030	1366.421	346.168	602.439	1376.082	243.388	376.505	1031.823	239.673	459.531	1036.023	473.941	341.494	878.923	470.257	529.630	887.018	351.312	210.756	811.527	348.269	639.154	796.313	396.976	416.935	1517.925	349.494	420.234	1371.252	349.791	424.955	803.92	472.099	435.562	882.971
2384	23.83000	366.715	418.300	1678.886	492.005	424.620	1570.007	270.754	413.524	1398.947	451.279	416.633	1338.468	403.372	334.143	1518.810	390.425	499.667	1517.019	352.703	238.011	1366.377	346.118	602.432	1376.069	243.342	376.534	1031.811	239.610	459.538	1036.016	473.876	341.461	878.920	470.221	529.600	886.991	351.228	210.746	811.513	348.265	639.146	796.316	396.899	416.905	1517.914	349.41	420.221	1371.223	349.746	424.946	803.915	472.048	435.531	882.956
2385	23.84000	366.636	418.258	1678.883	491.898	424.526	1570.005	270.682	413.477	1398.962	451.217	416.589	1338.452	403.278	334.095	1518.807	390.382	499.624	1517.030	352.582	237.996	1366.358	346.051	602.416	1376.063	243.293	376.519	1031.814	239.584	459.548	1035.997	473.815	341.444	878.907	470.164	529.594	886.975	351.170	210.737	811.512	348.232	639.150	796.322	396.83	416.86	1517.918	349.317	420.206	1371.211	349.701	424.943	803.917	471.99	435.519	882.941
2386	23.85000	366.543	418.213	1678.889	491.853	424.462	1569.997	270.593	413.500	1398.960	451.121	416.566	1338.434	403.180	334.066	1518.808	390.337	499.587	1517.050	352.463	237.983	1366.321	346.019	602.401	1376.066	243.238	376.570	1031.762	239.561	459.571	1036.020	473.758	341.409	878.930	470.171	529.570	887.004	351.103	210.729	811.518	348.269	639.157	796.310	396.759	416.827	1517.929	349.241	420.192	1371.193	349.686	424.943	803.914	471.964	435.49	882.967
