NO_OF_FRAMES	2566
NO_OF_CAMERAS	7
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-05-26, 15:46:32	11132.70188830
DATA_INCLUDED	3D
MARKER_NAMES	AEC7	IJE	EIPS_D	EIPS_E	EIAS_D	EIAS_E	AC_D	AC_E	EM_E	EL_E	PER_E	PEU_E	EM_D	EL_D	PER_D	PEU_D
1915	19.14000	380.131	287.608	1403.788	368.768	471.472	1334.981	409.995	280.964	913.247	312.810	280.263	919.722	459.570	491.808	833.512	272.509	492.225	824.466	574.813	356.735	1372.184	205.792	326.918	1416.755	-66.390	392.250	1272.608	-104.531	396.330	1346.553	-234.239	536.387	1311.725	-269.012	483.911	1314.629	637.791	312.513	1062.916	691.707	351.535	1121.165	617.889	480.344	893.951	675.167	470.343	871.570
1916	19.15000	380.115	287.631	1403.790	368.796	471.482	1334.984	410.022	280.978	913.227	312.846	280.291	919.726	459.554	491.837	833.521	272.561	492.246	824.457	574.810	356.718	1372.180	205.786	326.971	1416.749	-66.420	392.307	1272.639	-104.538	396.360	1346.600	-234.248	536.440	1311.744	-269.019	483.968	1314.690	637.786	312.498	1062.907	691.702	351.492	1121.163	617.907	480.297	893.951	675.132	470.293	871.540
1917	19.16000	380.135	287.697	1403.794	368.803	471.524	1334.976	410.010	280.988	913.234	312.838	280.301	919.693	459.644	492.195	833.374	272.561	492.249	824.454	574.819	356.727	1372.194	205.808	327.065	1416.768	-66.445	392.363	1272.687	-104.531	396.446	1346.648	-234.246	536.495	1311.814	-269.037	484.017	1314.778	637.808	312.475	1062.925	691.737	351.485	1121.166	617.916	480.306	893.938	675.454	470.195	871.712
1918	19.17000	380.142	287.706	1403.806	368.802	471.522	1334.936	410.017	280.982	913.227	312.844	280.335	919.680	459.559	491.879	833.514	272.559	492.289	824.459	574.843	356.747	1372.169	205.807	327.099	1416.786	-66.490	392.393	1272.750	-104.546	396.491	1346.730	-234.253	536.556	1311.928	-269.050	484.073	1314.860	637.823	312.431	1062.940	691.783	351.474	1121.186	617.935	480.227	893.942	675.208	470.221	871.560
1919	19.18000	380.142	287.729	1403.800	368.796	471.531	1334.918	410.006	281.004	913.238	312.856	280.344	919.710	459.557	491.890	833.529	272.594	492.297	824.466	574.863	356.773	1372.140	205.831	327.135	1416.785	-66.475	392.447	1272.782	-104.538	396.535	1346.776	-234.296	536.617	1312.076	-269.070	484.116	1314.936	637.900	312.396	1062.958	691.805	351.462	1121.189	617.924	480.186	893.927	675.158	470.190	871.527
1920	19.19000	380.158	287.742	1403.808	368.810	471.544	1334.934	410.028	281.037	913.219	312.863	280.355	919.709	459.691	492.212	833.402	272.524	492.309	824.495	574.851	356.814	1372.138	205.797	327.139	1416.813	-66.515	392.451	1272.840	-104.542	396.589	1346.837	-234.297	536.649	1312.193	-269.074	484.162	1314.995	637.918	312.369	1062.976	691.822	351.488	1121.185	617.957	480.162	893.892	675.480	470.094	871.691
1921	19.20000	380.161	287.749	1403.820	368.835	471.528	1334.896	410.039	281.058	913.226	312.888	280.376	919.682	459.549	491.967	833.530	272.541	492.347	824.495	574.867	356.832	1372.107	205.818	327.137	1416.817	-66.522	392.480	1272.901	-104.530	396.657	1346.897	-234.258	536.709	1312.272	-269.080	484.234	1315.049	637.941	312.345	1062.953	691.810	351.462	1121.197	617.997	480.144	893.875	675.235	470.127	871.516
1922	19.21000	380.194	287.768	1403.838	368.799	471.559	1334.866	410.067	281.078	913.225	312.915	280.380	919.678	459.650	492.289	833.363	272.573	492.343	824.489	574.859	356.850	1372.075	205.830	327.132	1416.848	-66.489	392.506	1272.946	-104.531	396.709	1346.949	-234.224	536.785	1312.302	-269.053	484.274	1315.108	637.966	312.338	1062.935	691.845	351.501	1121.176	617.996	480.105	893.844	675.512	470.038	871.630
1923	19.22000	380.234	287.780	1403.826	368.809	471.541	1334.854	410.077	281.101	913.231	312.885	280.419	919.726	459.700	492.270	833.410	272.562	492.342	824.479	574.888	356.898	1372.034	205.871	327.102	1416.873	-66.474	392.558	1272.936	-104.512	396.759	1346.978	-234.179	536.832	1312.311	-269.038	484.333	1315.148	637.984	312.348	1062.931	691.857	351.505	1121.152	618.028	480.091	893.773	675.535	470.010	871.592
1924	19.23000	380.254	287.779	1403.832	368.853	471.543	1334.871	410.063	281.133	913.243	312.873	280.414	919.741	459.555	492.007	833.484	272.545	492.361	824.510	574.873	356.892	1372.011	205.878	327.117	1416.885	-66.444	392.584	1272.952	-104.485	396.775	1346.991	-234.132	536.866	1312.317	-269.000	484.415	1315.107	637.975	312.352	1062.889	691.848	351.525	1121.116	618.018	480.053	893.731	675.286	470.008	871.376
